"EG020","QLHT : bài làm bị mất kết nối","<p>
	Ch&agrave;o thầy c&ocirc;! cho em hỏi l&agrave; em đang l&agrave;m b&agrave;i m&aacute;y t&iacute;nh e hết pin sau khi e nạp pin v&agrave; v&agrave;o lam tiếp b&agrave;i th&igrave; th&acirc;ys lần 1 mất kết nối, nhưng d&ograve;ng thứ 2 hiện l&ecirc;n đang l&agrave;m b&agrave;i? vậy e phải l&agrave;m sao để tiếp tục l&agrave;m b&agrave;i m&agrave; kh&ocirc;ng bị mất kết nối v&agrave; kh&ocirc;ng bị điểm thấp ạ?e xin cảm ơn!</p>
","<p>
	Ch&agrave;o chị T&aacute;!</p>
<p>
	C&oacute; thể chị v&agrave;o l&uacute;c đ&oacute; mạng kh&ocirc;ng được tốt. N&ecirc;n:</p>
<p>
	Nếu l&agrave; luyện tập trắc nghiệm th&igrave; chi vui l&ograve;ng v&agrave;o l&agrave;m lại</p>
<p>
	C&ograve;n l&agrave; b&agrave;i tập về nh&agrave; th&igrave; mất kết nối sẽ kh&ocirc;ng t&iacute;nh điểm, nếu qu&aacute; 3 lần th&igrave; chị vui l&ograve;ng li&ecirc;n hệ với quản l&yacute; học tập của lớp để được hỗ trợ chi tiết<br />
	Cảm ơn chị!</p>
"
"EG020","QLHT:Môn học ở lần này","Chào cô!
Thưa cô,cho em hỏi ở lần này chúng em học hai môn hả cô.
Em cảm ơn cô.","<p>
	Ch&agrave;o em,</p>
<p>
	Em học Theo c&aacute;c m&ocirc;n QLHT đ&atilde; th&ocirc;ng b&aacute;o. C&aacute;c m&ocirc;n n&agrave;y sẽ học song song v&agrave; thi c&ugrave;ng l&uacute;c.</p>
<p>
	Quang ph&aacute;t huy vai tr&ograve; nh&oacute;m trưởng, nhắc nhở c&aacute;c bạn trong nh&oacute;m c&ugrave;ng học tập tốt nh&eacute;.</p>
<p>
	Tr&acirc;n trọng!</p>"
"EG020","EG020: Ý nghĩa cụm từ viết tắc","<p>
	Ch&agrave;o Thầy, c&ocirc;! Cho em hỏi: Trong b&agrave;i giảng của m&ocirc;n học EG020 c&oacute; cụm từ viết tắc BATNA; c&oacute; nghĩa l&agrave; g&igrave; ?&nbsp;<span style=""color: rgb(0, 0, 0); font-family: Arial, Tahoma, Verdana;"">Em cảm ơn thầy c&ocirc;!</span></p>
","<h3 style=""color:red;"">
	Ch&agrave;o bạn!</h3>
<h3 style=""color:red;"">
	<span style=""color:#0000ff;""><span style=""font-size:14px;""><span style=""font-family:times new roman,times,serif;""><span style=""line-height: 18.0018005371094px; text-align: justify;""><span style=""background-color:#f0f8ff;"">BATNA (Biện ph&aacute;p dự ph&ograve;ng tốt nhất để tiến tới thoả thuận): Bạn c&oacute; chuẩn bị BATNA kh&ocirc;ng? </span></span></span></span></span></h3>
<h3 style=""color:red;"">
	<span style=""color:#0000ff;""><span style=""font-size:14px;""><span style=""font-family:times new roman,times,serif;""><span style=""line-height: 18.0018005371094px; text-align: justify;""><span style=""background-color:#f0f8ff;"">BATNA nghĩa l&agrave; biện ph&aacute;p dự ph&ograve;ng tốt nhất để tiến tới sự thoả thuận (Best Alternative to a Negotiated Agreement).</span></span></span></span></span></h3>
<h3 style=""color:red;"">
	<span style=""color:#0000ff;""><span style=""font-size:14px;""><span style=""font-family:times new roman,times,serif;""><span style=""line-height: 18.0018005371094px; text-align: justify;""><span style=""background-color:#f0f8ff;"">Kh&aacute;i niệm n&agrave;y đ&atilde; được đề cập đến v&agrave;o năm 1981 trong cuốn &quot;C&oacute; được sự đồng &yacute;&quot; của Roger Fisher v&agrave; William Ury, y&ecirc;u cầu bạn phải suy nghĩ xem bạn c&oacute; thể chấp nhận được giải ph&aacute;p n&agrave;o khi đ&agrave;m ph&aacute;n kh&ocirc;ng th&agrave;nh c&ocirc;ng. </span></span></span></span></span></h3>
<h3 style=""color:red;"">
	<span style=""color:#0000ff;""><span style=""font-size:14px;""><span style=""font-family:times new roman,times,serif;""><span style=""line-height: 18.0018005371094px; text-align: justify;""><span style=""background-color:#f0f8ff;"">C&oacute; BATNA, bạn vẫn cảm thấy mục đ&iacute;ch của bạn vẫn được thoả m&atilde;n d&ugrave; đối t&aacute;c kh&ocirc;ng chấp thuận. Cuộc đ&agrave;m ph&aacute;n c&agrave;ng quan trọng đối với bạn, bạn c&agrave;ng phải cần đến yếu tố n&agrave;y, cả về t&acirc;m l&yacute; lẫn mưu lược. </span></span></span></span></span></h3>
<h3 style=""color:red;"">
	<span style=""color:#0000ff;""><span style=""font-size:14px;""><span style=""font-family:times new roman,times,serif;""><span style=""line-height: 18.0018005371094px; text-align: justify;""><span style=""background-color:#f0f8ff;"">V&iacute; dụ, nếu bạn được một c&ocirc;gn ty mời l&agrave;m việc với mức lương bằng 2% so với mức lương hiện tại của bạn, bạn sẽ cảm thấy tự tin khi đ&agrave;m ph&aacute;n một mức cao hơn v&igrave; bạn đ&atilde; c&oacute; biện ph&aacute;p dự ph&ograve;ng rồi-tiếp tục c&ocirc;ng việc cũ m&agrave; bạn vẫn th&iacute;ch. Dựa tr&ecirc;n biện ph&aacute;p dự ph&ograve;ng để bạn chấp nhận hoặc kh&ocirc;ng c&aacute;c vấn đề trong đ&agrave;m ph&aacute;n.</span></span></span></span></span></h3>
<p>
	Mong rằng c&acirc;u trả lời l&agrave;m bạn thỏa m&atilde;n!</p>
<p>
	GV HD B&ugrave;i Thị Minh Thu</p>
"
"EG020","QLHT kỹ năng học tốt môn này","Thưa thầy cô,cho e hỏi làm sao để học tốt được môn này.e xin cảm ơn","<p>
	Ch&agrave;o em!</p>
<p>
	Để học tốt m&ocirc;n n&agrave;y, em phải thường xuy&ecirc;n tham gia diễn đ&agrave;n trao đổi học tập với c&aacute;c bạn v&agrave; thầy c&ocirc;, học v&agrave; l&agrave;m trắc nghiệm đầy đủ, xem th&ecirc;m s&aacute;ch b&aacute;o về vấn đề c&oacute; li&ecirc;n quan v&igrave; &ocirc;ng cha ta c&oacute; n&oacute;i&quot; &quot; Muốn biết phải hỏi, muốn giỏi phải học&quot; c&aacute;c bạn nh&eacute;!</p>
<p>
	GVHD Minh Thu</p>
"
"EG020",":Cách thi ở môn này","Chào cô!
Thưa cô,cho em hỏi là khi thi hết môn chúng em cũng thi chung hai môn G08 và G020 hả cô.
Em cảm ơn cô.
Em chào cô.","<p>
	Ch&agrave;o em,&nbsp;</p>
<p>
	2 m&ocirc;n n&agrave;y học song song v&agrave; cũng sẽ thi c&ugrave;ng ng&agrave;y em nh&eacute;.</p>
<p>
	Tr&acirc;n trọng!</p>
"
"EG020","QLHT chào cô cho e hỏi trong quá trinh học e vẫn chưa nhận được bài học thì e phải làm sao ạ","H đã vào học rồi mà e vẫn chưa biết môn học cô ạ con. Gửi mail cho e đươc k cô h e với mail của trương k dc nữa cô ạ","<p>
	Ch&agrave;o em,</p>
<p>
	QLHT đ&atilde; kiểm tra email học tập của em, đăng nhập ho&agrave;n to&agrave;n b&igrave;nh thường. Em thực hiện c&aacute;c bước như sau để v&agrave;o email học tập nh&eacute;:</p>
<p>
	B1: V&agrave;o website: gmail.com</p>
<p>
	B2: Điền t&ecirc;n đăng nhập:&nbsp;<strong style=""color: rgb(113, 32, 31); text-decoration: none; font-family: Arial, Tahoma, Verdana; text-align: center;""><a href=""http://elearning.hou2.topica.vn/user/view.php?id=27333"" style=""color: rgb(113, 32, 31); text-decoration: none; font-family: Arial, Tahoma, Verdana; text-align: center;"" target=""_blank"">phongtv38944</a>@student-topica.edu.vn</strong></p>
<p>
	B3: Điền mật khẩu: topicahou</p>
<p>
	Tr&acirc;n trọng!</p>"
"EG020","EG020: Cụm từ viết tắt","<p>
	Ch&agrave;o c&ocirc; Minh Thu! Cho em hỏi tiếp: Trong b&agrave;i luyện tập c&oacute; c&acirc;u mang cụm từ SWOT, cụm từ n&agrave;y c&oacute; nghĩ l&agrave; g&igrave; vậy? Xin cảm ơn.</p>
","<p>
	Ch&agrave;o anh Tư!</p>
<p>
	Để biết th&ecirc;m về cụm từ SWOT anh vui l&ograve;ng tham khảo link sau:</p>
<p>
	http://vi.wikipedia.org/wiki/Ph%C3%A2n_t%C3%ADch_SWOT</p>
<p>
	cảm ơn anh!</p>
"
"EG020","QLHT cho em hỏi về bào tập nhóm","<p>
	Thưa c&ocirc; cho em hỏi trước đ&acirc;y ch&uacute;ng em l&agrave;m b&agrave;i tập nh&oacute;m theo lớp OD1C, b&acirc;y giờ c&aacute;c lớp O đ&atilde; gộp lại th&agrave;nh 1 lớp vậy th&igrave; b&agrave;i tập nh&oacute;m sẽ l&agrave;m như thế n&agrave;o ạ</p>
<p>
	Em cảm ơn</p>
","<p>
	Ch&agrave;o em,</p>
<p>
	C&aacute;c nh&oacute;m trong từng lớp nhỏ vẫn giữ nguy&ecirc;n, em vẫn sinh hoạt theo nh&oacute;m cũ của lớp OD1c nh&eacute;</p>
<p>
	Tr&acirc;n trọng!</p>
"
"EG020","kiến thúc môn kỹ năng cá nhân 2","<p>
	Thưa thầy c&ocirc; cho em hỏi!</p>
<p>
	Tại sao đ&agrave;m ph&aacute;n l&agrave; hoạt động mang t&iacute;nh phổ biến của con người, thầy c&ocirc; c&oacute; thể giải th&iacute;ch cho em được kh&ocirc;ng.</p>
<p>
	Em cảm ơn thầy c&ocirc;!</p>
","<p>
	Ch&agrave;o em!</p>
<p>
	N&oacute; l&agrave; phổ biến v&igrave; n&oacute; xảy ra h&agrave;ng ng&agrave;y, c&oacute; thể l&agrave; cuộc đi chợ đ&agrave;m ph&aacute;n về gi&aacute; cả. Đ&agrave;m ph&aacute;n với gia đ&igrave;nh về cuộc đi chơi cuối tuần, đ&agrave;m ph&aacute;n với bạn b&egrave; về ăn g&igrave; tối nay.... Đ&agrave;m ph&aacute;n với sếp về tăng lương hay giảm việc l&agrave;m... V&igrave; n&oacute; diễn ra li&ecirc;n tục trong cuộc sống n&ecirc;n l&agrave; phổ biến.</p>
<p>
	Thế em nh&eacute;!</p>
"
"EG020","EG020: Phát triển kỹ năng cá nhân 2","<p>
	Em ch&agrave;o c&ocirc;!<br />
	Em l&agrave;m nh&agrave; nước, vậy kỹ năng đ&agrave;m ph&aacute;n c&oacute; gi&uacute;p &iacute;ch g&igrave; cho c&ocirc;ng việc của em kh&ocirc;ng c&ocirc;!<br />
	Em cảm ơn c&ocirc;!</p>
","<p>
	ch&agrave;o em!</p>
<p>
	Đ&agrave;m ph&aacute;n diễn ra h&agrave;ng ng&agrave;y m&agrave; em. n&agrave;o l&agrave; đi chợ đ&agrave;m ph&aacute;n gi&aacute; cả, đi chơi đ&agrave;m ph&aacute;n về địa điểm, thời gian, đ&agrave;m ph&aacute;n sếp về lương, c&ocirc;ng việc, rồi kh&ocirc;ng lẽ em l&agrave;m nh&agrave; nước l&agrave; ngồi chơi hay sao, cũng phải đ&agrave;m ph&aacute;n về hợp đồng với đối t&aacute;c, như phottocopy, mua h&agrave;ng cho c&ocirc;ng ty. Đ&agrave;m ph&aacute;n diễn ra h&agrave;ng ng&agrave;y n&ecirc;n kh&ocirc;ng phải l&agrave;m nh&agrave; nước l&agrave; kh&ocirc;ng c&oacute; đ&agrave;m ph&aacute;n.</p>
<p>
	Thế em nh&eacute;!</p>
"
"EG020","Môn học phát triển kỷ năng cá nhân","<p>
	Ch&agrave;o c&ocirc; gi&aacute;o! V&igrave; sao phải c&oacute; 2 m&ocirc;n ph&aacute;t triển kỷ năng 1 v&agrave; ph&aacute;t triển kỷ năng 2 m&agrave; kh&ocirc;ng phải l&agrave; 1 m&ocirc;n ah?</p>","<p>
	Ch&agrave;o chị Anh!</p>
<div align=""justify"">
	M&ocirc;n ph&aacute;t triển kỷ năng 1
	<ul>
		<li>
			<font size=""2"">C&oacute; kỹ năng học tập v&agrave; l&agrave;m việc theo nh&oacute;m </font></li>
		<li>
			<font size=""2"">Biết c&aacute;ch giải quyết những m&acirc;u thuẫn trong nh&oacute;m </font></li>
		<li>
			<font size=""2"">N&acirc;ng cao khả năng giao tiếp, ứng xử </font></li>
		<li>
			<font size=""2"">Hiểu biết về m&ocirc;i trường l&agrave;m việc của doanh nghiệp. </font></li>
		<li>
			<font size=""2"">C&oacute; kỹ năng viết CV v&agrave; thuyết phục nh&agrave; tuyển dụng </font></li>
	</ul>
	<p>
		<font size=""2"">C&ograve;n m&ocirc;n Kỹ năng 2 th&igrave;: </font></p>
	<p>
		<font size=""2"">Tăng cường kỹ năng đ&agrave;m ph&aacute;n </font></p>
	<p>
		<font size=""2"">Tăng cường kỹ năng thuyết tr&igrave;nh.</font></p>
	<p align=""justify"">
		<font size=""2"">M&ocirc;n 1 l&agrave; cơ sở để học tiếp m&ocirc;n 2</font></p>
	<p align=""justify"">
		<font size=""2"">Cảm ơn chị!</font></p>
	<p>
		&nbsp;</p>
</div>"
"EG020","EG020. Đàm phán kéo dài","<p>
	Thưa thầy c&ocirc;, cho em hỏi</p>
<p>
	Nếu đ&agrave;m ph&aacute;n k&eacute;o d&agrave;i khoảng 1 tuần th&igrave; thuộc dạng n&agrave;o?</p>
<p>
	&nbsp;</p>
<p>
	Em cảm ơn thầy c&ocirc;</p>
","<p>
	Ch&agrave;o em!</p>
<p>
	Đ&agrave;m ph&aacute;n c&oacute; thể k&eacute;o d&agrave;i h&agrave;ng năm, h&agrave;ng thế kỷ như đ&agrave;m ph&aacute;n h&ograve;a b&igrave;nh, n&ecirc;n đ&acirc;u c&oacute; quy định thời gian cho đ&agrave;m ph&aacute;n m&agrave; kiểu n&agrave;o em?</p>
<p>
	Chỉ c&oacute; 4 kiếu đ&agrave;m ph&aacute;n như em đ&atilde; học, c&oacute; kiểu n&agrave;o về thời gian đ&acirc;u?</p>
<p>
	Đề nghị em đọc lại s&aacute;ch v&agrave; học lại nh&eacute;!</p>
"
